,analyzer_version,track_7digitalid,artist_familiar,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,genre,idx_artist_terms,idx_similar_artists,release,release_7digitalid,song_hotttnesss,song_id,title,artist_7digitalid
6175,b'',2394965,0.5536370861963962,0.3602004478694047,b'AR2CM6U1187B999EB7',52.51607,"Berlin, Germany",13.37698,b'd145a57e-7afb-4793-8cc4-2fad292374ef',Basic Channel,-1,b'',0,0,b'Radiance',219548,0.46736563132813813,SOYGZXS12A8C13D614,b'Radiance I',106079
6176,b'',5071630,0.5205304440552848,0.27481627558840205,b'ARGNQED1241B9C4237',,,,b'0fd7080b-87b6-46bb-a408-f92d2b079f7c',Youves,-1,b'',0,0,b'Cardio-Vascular',456141,0.38293509007501925,SOZOTQZ12AB0187D9A,b'Another Djemba Djemba',337700
6177,b'',4289278,0.3602418012082646,0.279642625276782,b'AR6W9T51187B9A8B8E',,,,b'e39cebbc-be71-42ba-a60c-2d6ffc57a4f1',Maurice Larcange,65578,b'',0,0,b'Joue Legrand & Becaud',386702,,SOFBRDB12AB017F2C2,"b""Je T'Appartiens""",295533
6178,b'',584487,0.4399076581433077,0.31155917564728197,b'ARQVLQJ1187B98F11F',,,,b'36be323a-edfd-49a3-ac25-a02ef6a2c351',Mau Mau,68721,b'',0,0,b'Made In Italy',56247,0.0,SOPESRK12A6D4F8B92,b'Paseo Col\xc3\xb2n',12983
6179,b'',3164969,0.651039380171071,0.4349760317895153,b'ARMH10M1187FB4184F',,Wisconsin,,b'3ca0ef91-3297-4ef8-a99a-1c1a54dc8ac7',Firehouse,2948,b'',0,0,b'Firehouse',283059,0.5582369597440904,SOHIWMN12A8C1315B6,b'Rock On The Radio',12827
6180,b'',5131778,0.384681056924534,0.3017449095846954,b'AR4IFI31187FB3A953',,,,b'60c874a1-dc84-4b80-ad88-e35430417dcb',Cats In Boots,166142,b'',0,0,b'Kicked And Klawed',460878,0.5822855324360907,SORIYMI12AB0185013,b'Shotgun Sally',341205
6181,b'',5458906,0.5306057979398598,0.35032760522744555,b'ARK2G5U1187FB46B34',,,,b'49a5b367-9a25-43eb-a055-34803a5dce55',Perrey And Kingsley,-1,b'',0,0,b'The Out Sound From Way In!',492999,0.42409081096743817,SONMMMW12AB017DACF,b'The Minuet Of The Robots',298024
6182,b'',618724,0.5888271005018058,0.3796711247498673,b'AROUOZZ1187B9ABE51',40.79195,"New York, NY [Spanish Harlem]",-73.94512,b'dadec058-023e-498a-b1c7-776d03cc88ce',Willie Bobo,-1,b'',0,0,"b""Willie Bobo's Finest Hour""",59744,0.27718843257631015,SOHMWJD12A6D4FAB76,b'Dichoso',15815
6183,b'',6492340,0.7221052981201719,0.48072478092092114,b'AR02IU11187FB513F2',,"New York, NY",,b'f19ad155-d809-4770-ab8d-7579467d9f55',Tito Puente,3198,b'',0,0,b'Mamborama',585414,0.21508031850922793,SOKCUMS12AB018D4A0,b'Mambo Tipico',3443
6184,b'',1662126,0.6035509518184823,0.3036181631192548,b'ARB5S4L1187FB4AD20',,,,b'92d025f8-1a34-4b7a-b741-df6840f9232e',Carlos Ponce,21884,b'',0,0,b'La Historia',157882,,SOVRVBI12A8C13AA09,b'Todo Lo Que Soy',17628
6185,b'',3013615,0.36072920580223455,0.26712486735047014,b'ARD7U0O1187FB5531A',49.34463,Neuilly-sous-Clermont (Oise),2.40955,b'8153997d-0a0a-4f4a-8aa1-278bb2d7d006',Andre Verchuren,-1,b'',0,0,b'Tango Pour Madameon',271042,,SOTWWLY12A6D4FAF77,b'Valse Des Montagnes',94411
6186,b'',2768530,0.7183813423833088,0.4558259788030443,b'ARBD4QW1187FB42153',62.19845,Sweden,17.55142,b'b9a20306-a4f5-4d3c-8680-e9cdc7e3af5b',Scar Symmetry,56729,b'',0,0,b'Holographic Universe',263504,0.710101510433833,SOZSSCO12AF72A554D,b'The Three-Dimensional Shadow',54554
6187,b'',3188923,0.767768809032461,0.536219992815098,b'ARIH5GU1187FB4C958',,Newcastle,,b'b0799818-22cb-4564-8e68-3c410d0722ee',Silverchair,1441,b'',0,0,b'Freak Show',284195,0.7388149958620513,SORKKTY12A8C132F3E,b'The Door',4579
6188,b'',4270198,0.6897930711489744,0.37784917296277154,b'AR7MNIX1187B9A2A68',34.05349,California - LA,-118.24532,b'd576231e-c0b6-4a42-a4f4-011f06b9095c',Tyrone Wells,-1,b'',0,0,b'Hold On',384801,0.722844727956539,SOSAFCZ12AAFF41CD4,"b""Baby Don't You Change""",291548
6189,b'',4297097,0.5187439585798745,0.34128872330078414,b'ARY4M3J1187B9AC94C',53.79449,Leeds,-1.54658,b'95f9b1a1-dc0c-4440-9cd3-225aaba246ee',John Sebastian,7340,b'',0,0,b'Tarzana Kid',387596,0.0,SOWENLZ12AB017F81F,"b""Sportin' Life""",34729
6190,b'',3381719,0.8200724177064315,0.7108790709912577,b'ARUTEVU1187B9ACAF9',34.05349,"NORTH FORT MYERS, Florida",-118.24532,b'04591295-6d94-45cb-b6c7-1ae17c6f380e',Lifehouse,919,b'',0,0,b'Lifehouse',297944,0.6615766918618352,SOQLWQU12A8C13C87E,b'Better Luck Next Time',10921
6191,b'',8704477,0.6305505684126376,0.5455719612113675,b'ARLUF1T1187FB3603B',,,,b'40627299-0979-45ba-8924-2af5fdc36ea8',Ricardo Arjona,4015,b'',0,0,b'Solo',786584,0.6451594473715897,SOPHJIS12AC3DF5FA3,b'La mujer que no sone (Album)',127901
6192,b'',5123255,0.7087354000378394,0.5422899334343946,b'AR4GAFY1187B9B639D',,"Memphis, Tennessee",,b'dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3',B.B. King,130872,b'',0,0,b'Hurricane Relief: Come Together Now',460183,,SOAEUQV12AB01813F8,b'Early In The Morning',136
6193,b'',2364070,0.7002085179776782,0.4558259788030443,b'ARBD4QW1187FB42153',62.19845,Sweden,17.55142,b'b9a20306-a4f5-4d3c-8680-e9cdc7e3af5b',Scar Symmetry,56729,b'',0,0,b'Pitch Black Progress',217092,,SOEMFLG12CF530D4F6,b'Deviate From The Form',54554
6194,b'',1383538,0.5580903521123824,0.34984132667097523,b'ARADF5Q1187B98DAE7',,,,b'7eebe1f6-c412-46ab-a831-c3ce91209b27',Francisco Céspedes,-1,b'',0,0,b'Vida loca',133467,0.5375039041917102,SOFKTVC12A81C20A23,b'Se\xc3\xb1ora (bonus track)',12112
6195,b'',6705980,0.5433932314325375,0.33857502645721227,b'ARTXS851187FB411C7',,"Essex, England",,b'6bb0bcaa-f96f-4c1a-b51d-c766db2af8ae',Chris Farlowe,100509,b'',0,0,b'Glory Bound [Original Recording Remastered]',603736,,SOEKZPU12AC3DF6093,b'Gangster Of Love',301063
6196,b'',662874,0.5300223101252747,0.40924463861600635,b'ARH0NCL1187B99B41A',,,,b'9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8',Quadro Nuevo,-1,b'',0,0,b'Cin\xc3\xa9Passion',63882,0.21508031850922793,SOSHQVN12A6D4F9B21,"b'Der Wind Hat Mir Ein Lied Erz\xc3\xa4hlt (from ""La Habanera"")'",49461
6197,b'',3021745,0.7248644815196338,0.5244494707134351,b'ARX2DLI1187FB4DD03',,"Sydney, Australia",,b'f5b8ea5f-c269-45dd-9936-1fedf3c56851',The Presets,-1,b'',0,0,b'Apocalypso',271517,0.663124801395723,SOAECHX12A6D4FC3D9,b'Yippiyo-Ay',12221
6198,b'',3278400,0.8168428537891667,0.5678891454617726,b'AR7C6G11187B9B4C1E',,"The Bronx, New York",,b'f0602f55-1770-483d-89bd-4bae0d0ac086',Jennifer Lopez,798,b'',0,0,b'On The 6 / J. Lo (Coffret 2 CD)',291991,,SOTQGQR12CF5CFD61E,b'Talk About Us',21255
6199,b'',1615316,0.6406959207035972,0.4496026559738531,b'ARKQ9JM1187FB57521',,"Oakland, CA",,b'0506bf37-90d7-4654-9585-b4800dc945d5',A.Z.,85507,b'',0,0,b'Pieces Of A Man',154567,,SOYHTLZ12A8C1399F7,b'Sosa (Explicit)',17938
6200,b'',6647027,0.49129039451479756,0.4411698430220543,b'ARDHKHJ1187B9B62EA',31.1689,Texas,-100.07715,b'e8d2db0f-fb4c-40b7-8100-ad0deddd539f',Steve Wilson,-1,b'',0,0,"b""Steppin' It Up A Notch""",599113,0.0,SOTNBRQ12AC4687F85,"b""Your God Isn't Listening""",131383
6201,b'',5766243,0.6268031063273776,0.4052346907874076,b'ARJ9DSA1187B990E00',,,,b'4756395c-57ed-4a63-afb2-01117f14dff6',John And The Bluesbreakers Mayall,19569,b'',0,0,b'PADLOCK ON THE BLUES',521576,0.5317220984213001,SOFEAJC12A58A7F3AA,b'A Hard Road',1633
6202,b'',4151927,0.5380855007945653,0.3135007553703385,b'AR8ACFK1187B9B4063',,"New Orleans, LA",,b'5849fa32-0283-4204-9d1b-507cfaf9d4a2',Champion Jack Dupree,19460,b'',0,0,b'Champion Jack Dupree Of New Orleans',372926,0.0,SOJMOIF12A8C14397B,b'Christina Christina Blues',5907
6203,b'',6279052,0.490303980373673,0.33441527067536053,b'ARRPCKN1187FB5BA2F',33.20271,"Naples, TX",-94.68121,b'c29fd6f3-56d9-4f3e-bfcd-ad1fea6329a4',Z.Z. Hill,18188,b'',0,0,b'The Brand New Z.Z. Hill',566959,0.23376270577652303,SOBAMRQ12A8C141DF3,b'Faithful and True (Collectors Version)',19402
6204,b'',7148175,0.6954165190418939,0.41211049520526744,b'ARGEKDX1187FB3A5BF',40.65507,"Brooklyn, NY",-73.94888,b'8fbabd07-4b2b-4f4c-add5-680429a8c44a',Marcus Miller,14094,b'',0,0,b'Original Album Classics',645030,0.6090439426773437,SOKNAQC12A58A7EE5C,b'Outro Duction',10778
6205,b'',4526060,0.620392055892929,0.3906605227228718,b'ARLDW2Y1187B9B544F',39.75911,"Dayton, OH",-84.19444,b'a13c01e2-7739-4b25-af65-38e2fcb560e2',Tommy James & The Shondells,-1,b'',0,0,b'The Boat That Rocked',407416,0.6972414451383805,SOFPQSC12A58A7B165,b'Crimson And Clover',50493
6206,b'',7161116,0.3817808805646497,0.30591777539675086,b'ARK6JC91187B9B4B2D',,United States,,b'c708164c-edc4-4128-b7b7-83256ba830fe',Babbie Mason,31558,b'',0,0,"b""Isn't That Just Like God (Studio Track)""",646375,,SORRXOY12AB0183759,"b""Isn't That Just Like God (Low Key Performance Track Without Background Vocals)""",4900
6207,b'',8268985,0.49019363397840465,0.37747250731152715,b'ARYN8YT1187FB38396',,,,b'a1658d98-c4dc-40b9-8bbd-9793f44e64dd',Los Iracundos,23883,b'',0,0,b'Discograf\xc3\xada Completa Volumen 14',747108,,SOAZTBX12AC4689A69,b'Adios...Borron Y Cuenta Nueva',70032
6208,b'',5987742,0.580971509956603,0.34873592978406104,b'ARELFAE1187FB40D0A',,,,b'4e01e834-c872-4c76-87ab-c2304efa5e7e',Bally Sagoo,65999,b'',0,0,b'Wham Bam!! Bhangra Remixes',540707,0.0,SOAPUWG12AB017DE50,b'Mele Wich Ayee (Shaan Remix)',123528
6209,b'',5282644,0.4541228404623024,0.3303005838271262,b'ARYPRAG11F50C48C62',,,,b'19f5f292-b684-4bb4-8301-0b8fc7c2cecc',Checkers,-1,b'',0,0,b'Flame In My Heart',475792,,SOHLKRL12A8C141B63,b'Oh Oh Oh Baby',352369
6210,b'',7818578,0.39632710921633696,0.3270127926987286,b'ARMAOIY1187B9A3893',,,,b'e91504af-0b68-4729-8184-f567016658ff',Jerry Yan,169859,b'',0,0,b'My Secret Lover_ Jerry Yan',704552,,SOMOINR12AB0189188,b'XI GUAN LIANG GE REN',363158
6211,b'',7521804,0.38980296682759785,0.287731467837425,b'ARELA4P1187B991507',31.1689,Texas,-100.07715,b'cb87bb99-3092-4be5-a515-ce8b0699f66f',Charles Williams,-1,b'',0,0,b'Moods',678009,0.0,SOPIDCK12AB018DAF8,b'Barrage',22360
6212,b'',1566908,0.6195309911238334,0.3543696158071208,b'ARVUQIC1187B9A7C66',,,,b'b264fc6e-bebc-47c2-a519-1ce8cb53279c',Hevia,10366,b'',0,0,b'\xc3\x89tnico Ma Non Troppo',150268,0.42409081096743817,SORZPFY12A8C137448,b'San Xuan',31125
6213,b'',1248312,0.32412862831801836,0.19119399348566748,b'ARDGBFI1269FCD6AA6',,,,b'1b5001de-400a-406f-be12-160cf503854f',The Grease Band,-1,b'',0,0,b'Grease Band & Amazing Grease',120715,0.21948217171712114,SODYMWS12A8C141577,b'Laughed At The Judge',95538
6214,b'',3125967,0.6092941551456632,0.3730604928119009,b'AROGAPH1187B98CF9C',,,,b'93942b87-215a-4626-b5ec-bf129d9fa2f6',Benabar,6211,b'',0,0,b'Les Risques du M\xc3\xa9tier',280472,0.4649239941807177,SOADDVU12A8AE47512,b'Le Zoo De Vincennes',162212
6215,b'',2682224,0.5143733922961689,0.320417800326261,b'ARMKO9M1187B9B0848',32.67828,Georgia,-83.22295,b'b049efcb-cd14-4aa4-aa2e-85b5f468f7fe',Theodis Ealey,55122,b'',0,0,b'Let Me Put The Head In It - Blues And Soul Mix',246943,,SOLLWEJ12A8C132B05,b'This Time I Know',189987
6216,b'',2232365,0.675771369616503,0.4354688988157254,b'AR93D4D1187FB3ACAD',35.472,"Oklahoma City, OK",-97.52033,b'4b0be624-6b87-47e8-bbf0-588a2c6c0439',J.J. Cale,5826,b'',0,0,b'The Very Best Of J.J. Cale',94209,0.5573131363875086,SOICEAK12A6D4F4819,b'Midnight In Memphis',1374
6217,b'',6426547,0.6328564187285546,0.42898052143866244,b'ARQ0BZY1187B99F093',,"Columbus, OH",,b'901502fb-3759-47c2-afac-064cacb8d8a1',Everyday Sunday,38266,b'',0,0,b'Stand Up',579648,0.3231121208952123,SOHKEPR12AB018C9C9,"b""Don't Leave""",72456
6218,b'',8935088,0.6491573882327762,0.4691774294369101,b'ARWHM281187FB3D381',37.80506,"Oakland, CA",-122.27302,b'7b61cf8f-c042-4bd4-b64a-25cb40f3dd50',Souls Of Mischief,8348,b'',0,0,b'Urban Renewal Program',808024,0.6021199899057548,SONCPQC12A58A7D3A7,b'Spark',165269
6219,b'',5350044,0.5144145542022819,0.41375765725234637,b'AR3KXHI1187FB3A8BF',,,,b'2989f1b7-b1db-40a4-ab9e-a28a3b6d6c45',Dora The Explorer,24517,b'',0,0,b'Dora The Explorer Party Favorites',482113,0.3347065490692206,SOGKVQY12AAF3B28D7,b'Travel Song (Reprise)',244557
6220,b'',3774387,0.48769397159097466,0.34197680383144013,b'ARFERPC1187FB557F6',,,,b'be28eefe-4995-400b-94d0-4f4edbf8d092',Hacken Lee,63902,b'',0,0,b'De Xin Ying Shou Yan Chang Hui 2006',337157,,SOAXQTX12AB017F467,b'He Jiu Bi Hun',17520
6221,b'',4947842,0.7262980274461062,0.5554145758164936,b'AR7Y6JX1187FB4D9B3',,"Washington, D.C.",,b'e919b253-da5b-4aae-a444-6a368376a2d6',Bad Brains,6595,b'',0,0,b'Live at CBGB 1982',445975,0.5896378913586399,SOTUGCE12AB0181409,b'Destroy Babylon',9718
6222,b'',302010,0.5503033788841007,0.40737314928722795,b'ARI4NXX1187FB59DF2',,Wisconsin,,b'dd72205c-86d3-4b8e-852c-b5f7a0a929ea',Raze,1319,b'',0,0,b'The Plan',27630,0.26103456923559015,SONAJJE12A6D4F49A0,b'Follow Your Dreams (The Plan Album Version)',19014
6223,b'',4905162,0.32467743101960894,0.3041842562084854,b'ARIJ7MR1187B9B484E',,,,b'415cab7b-226a-49c7-9c1c-92e96ab93876',Peggy Zina,11018,b'',0,0,b'To Pathos Ine Aformi',440942,,SOPJBSM12AB0182B14,b'O Hiroteros Ehthros Mou',16968
6224,b'',7375979,0.5153102332305513,0.2607967782533836,b'ARPOPBQ11F4C83D36D',,,,b'987dbb5a-1593-4b83-8e42-fb6f3861154e',DJ Spinn,-1,b'',0,0,b'Juke Trax Online Vol. 6',665359,,SOWHIHY12AB018B64A,b'Feelin You',249776
6225,b'',1640256,0.3825466666239224,0.33513806449963085,b'ARKYI5T1187B99334F',35.21962,North Carolina,-80.01955,b'87d3faff-4543-4055-8068-a1116d500f65',Janet Paschal,44061,b'',0,0,b'The Good Road',156224,0.33957629259041733,SORBVIZ12A8C13A4BA,b'God Will Make A Way',15565
6226,b'',104155,0.8048388888270448,0.45784115609436704,b'AR0CANF1187B9AF35F',34.05349,"Los Angeles, California",-118.24532,b'c71abd83-9d66-4c7b-9f0d-c9c36e85a955',Dilated Peoples,457,b'',0,0,b'Neighborhood Watch',10168,0.5589973270385168,SOUYTJK12A6701CD3D,b'Big Business',7037
6227,b'',7619964,0.6119429558981506,0.40319797771654287,b'AR8Q4RZ1187FB46BDC',33.01158,"Linden, TX",-94.365,b'f1a3fb4a-fff6-4556-a290-3704b109da90',T-Bone Walker,7295,b'',0,0,b'Bobby Sox Blues - EP',686635,,SOQYKBE12AC46867EE,b'Teenage Baby (Digitally Remastered)',9558
6228,b'',7488367,0.38980296682759785,0.287731467837425,b'ARELA4P1187B991507',31.1689,Texas,-100.07715,b'cb87bb99-3092-4be5-a515-ce8b0699f66f',Charles Williams,-1,b'',0,0,b'Close Up',675210,,SOLWBGS12AB0187EAD,b'Close Up',22360
6229,b'',6959620,0.45393336167444404,0.32919497765107164,b'ARZJFLE12086C117FF',,,,b'95f9f1ef-4c6b-4181-b33a-c1753b0faee1',MN,-1,b'',0,0,b'Speed 002',627032,,SOQYLQN12AB01801B8,b'The Truth',313474
6230,b'',7153317,0.7137828859773337,0.5291669829264597,b'ARUYVDC12086C11D5C',,Stockholm,,b'f7df5df4-4dfa-459d-972b-1ba051c15ddc',Fever Ray,116389,b'',0,0,b'Live In Lulea',645658,0.5543841211839374,SOJDJRK12AB018565D,"b""I'm Not Done""",270028
6231,b'',6415474,0.6519578769369507,0.4362205481837596,b'ARDDTL91187B9974A7',,,,b'4e359ed9-ea2a-46ac-9f54-df3cdfa4d95e',Warren Barfield,7127,b'',0,0,b'Reach',578327,0.0,SOYVONC12AB0187167,b'Shadow',196711
6232,b'',6770890,0.6375333862984804,0.31061428147376885,b'ARMBR4Y1187B9990EB',37.77916,California - SF,-122.42005,b'd518ccb5-d04e-4fe4-bf04-3c306137f68f',David Martin,180241,b'',0,0,b'Something in Your Eyes',609306,0.0,SOHWKQE12A8C142406,b'It Must Be',198574
6233,b'',2932522,0.41838181163382604,0.31748634837422507,b'ARPEJMN11F4C84080E',38.00335,Virginia,-79.77127,b'',New Roanoke Jug Band,-1,b'',0,0,b'Play It For A Long Time',250057,0.0,SOOBRTK12A8C13D6A9,b'When Those Two Towers Fell',192910
6234,b'',7624434,0.49883497525793824,0.37996076697507797,b'AR9OLFX1187B9A5762',31.30757,"Kosse, TX",-96.63166,b'c727f585-54e0-4e0d-b8ad-05f216f99244',Bob Wills,4912,b'',0,0,b'Bob Wills and His Texas Playboys 1932-1947',686979,,SOCXXWR12AC468929B,"b""Sittin' On Top of the Wolrd""",30269
6235,b'',8413829,0.40737228057002517,0.4824868021390311,b'AR1VWD91187FB4CE99',54.97791,Newcastle,-1.61237,b'4d8afa16-4018-4ca8-8b5e-ede8f9314562',The Animals_ Sonny Boy Williamson,44693,b'',0,0,b'The Animals with Sonny Boy Williamson',759910,0.2884816426560289,SOOCWAO12AB01852C1,b'Bo Diddley',391
6236,b'',8653786,0.39885871321158833,0.3410613992194141,b'ARUT60Q1187B9B90E9',,,,b'ef2e5f5b-3564-45f2-8fb6-72bad452aeba',Orquesta Broadway,152305,b'',0,0,b'Tiqui_ Tiqui',782449,0.0,SOYNXWG12AC468F51A,b'La Sitiera',174926
6237,b'',8524649,0.5224238291059312,0.417591879764777,b'ARJJRZ41187FB4C856',,,,b'6dd5961a-16e7-4f03-8385-b251e12f9698',Floor,-1,b'',0,0,b'It\x19s Not The Same',769742,0.26695518627553855,SONROBV12AB0188BC7,b'Ignis',434953
6238,b'',1914933,0.5440663154265842,0.35193218157389383,b'ARDNUIN1187B98CB45',,,,b'1f92d1d9-7b72-4774-9cf2-719b1203c0ff',Cândido,75819,b'',0,0,b'Destinos',177537,,SORMKFV12A6D4FDC19,b'Sentimentos Desiguais',17668
6239,b'',4781192,0.5834430235496894,0.3857876145843115,b'ARZZRK91187B9A5CA5',18.01571,"Kingston, Jamaica",-76.79731,b'19b3c333-bfc3-4915-ace8-cdb4a5a79a9b',Delroy Wilson,41951,b'',0,0,b'Delroy Wilson Selected Hits',428294,,SOHWXJW12A8C144BE0,b'Baby You Got What It Takes - Original',7675
6240,b'',2562036,0.42036446324587584,0.33621953256137527,b'AR2KPDL1187B9A6BD8',,,,b'9a6761de-e96b-40b5-ad55-9d5379de5df0',Andre Popp,-1,b'',0,0,b'20 \xc3\x89xitos Instrumentales De Oro Vol. 2',233540,,SOWDNTQ12A8AE47078,b'Fernando',272362
6241,b'',6356716,0.6463220620023868,0.46085314529155835,b'ARV1RMI1187FB48F94',,,,b'd7a18d20-8591-43af-b8e7-362eacc979f8',Arkona,196804,b'',0,0,b'Vosrozdenie',573497,,SONQTUH12AF72A47A7,b'Zalozniy',294221
6242,b'',1941544,0.594540790307921,0.34861530228618076,b'ARH6VQG1187B9BA0FA',,"Denver, CO",,b'1668cadc-7c28-41b1-9589-235a65bac892',Photo Atlas,-1,b'',0,0,b'No_ Not Me_ Never',179587,0.6665323790942675,SOIDERN12A58A795CC,b'Red Orange Yellow',136167
6243,b'',85367,0.7498607532459345,0.5165351796732451,b'AR3Q48J1187FB55278',,,,b'3697647f-1839-479e-98a1-9ad39004d923',The Rapture,-1,b'',0,0,b'Echoes',8470,0.6264642401853926,SOITFPA12A670201C6,b'Killing',750
6244,b'',664719,0.5991337690974036,0.3929946225880104,b'ARZVEF91187B9AC770',40.71455,"New York, NY",-74.00712,b'2c16f7ca-e331-47fc-af91-4f236cba4c6d',Elliot Goldenthal,20271,b'',0,0,b'S.W.A.T.',64139,0.3943948561005826,SOFXCLQ12A6D4FA0DC,b'Bullet Frenzy',11084
6245,b'',2358575,0.8404324666171871,0.6429822198767309,b'ARW1MUW1187FB4D5A1',,"Escatawpa, MS",,b'2386cd66-e923-4e8e-bf14-2eebe2e9b973',3 Doors Down,10,b'',0,0,b'The Better Life - Deluxe Edition',216616,,SOSMURO12A8C13BBFE,"b""Sarah Yellin'""",108
6246,b'',4634704,0.7851201486184511,0.562881124653773,b'ARUF32D1187B9B157E',,"Helsingborg, Sweden",,b'd8d1b067-78bb-4db7-8f91-db2ff9a83ee5',Soilwork,50149,b'',0,0,b'The chainheart machine',416698,0.0,SOUXAAJ12AB0189695,b'Machine Gun Majesty [Live] (Album Version)',37419
6247,b'',5536349,0.37308430234845685,0.26830529741488157,b'AR6ZYK41187B9996BB',,,,b'30d72af8-c802-4c47-aab9-e9f589f9b19c',Kenny Price,-1,b'',0,0,b'Travelling Country',499824,0.0,SOZQILP12AB01869AB,b'Biloxi',30293
6248,b'',1468470,0.39174139414810444,0.2912648117531004,b'ARUKJUP12086C14589',,,,b'8a5f2736-bcde-4a2e-8d50-72631d66a7ef',Ramón Vargas_ Sängerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer,20111,b'',0,0,b'Christmas With Ram\xc3\xb3n Vargas',141167,,SOVYTTY12A8C131260,b'Adeste fideles',2799
6249,b'',2589002,0.6264363817515622,0.3742711738564048,b'AR3PN3R1187FB4CEBD',18.01571,"Kingston, Jamaica",-76.79731,b'2027b08d-45b1-4fb5-aa6d-f6ccc4db78e5',Horace Andy,8567,b'',0,0,"b""Livin' It Up + Dub: Limited edition""",236132,0.2707759989463275,SOADEVO12A8AE4865B,b'Rastafari Prophecy',7911
6250,b'',3061152,0.7722926474184036,0.5421751655888957,b'ARTYXQC1187B9ACAB2',,"Kingston, Jamaica",,b'fc63d806-ca89-4ea3-a404-ee6de695743f',Shaggy,1421,b'',0,0,b'Original Doberman',274193,0.0,SOSTONA12A81C22B18,b'Alimony',10206
6251,b'',4942765,0.7714921495221693,0.5173422859533258,b'AR7N7MI1187FB46935',7.37884,"Ibadan, Nigeria",3.89527,b'67930b3e-e00b-469f-8c74-fd69f20522ec',Sade,1376,b'',0,0,b'Diamond Life',278822,,SOUAFSX12AB017B642,b'Smooth Operator',60366
6252,b'',7216370,0.8421933500213756,0.5504228248591988,b'AR1OBRC1187FB59AD4',,POLAND,,b'69632f9c-31eb-43d5-a864-e73ac72efc66',Behemoth,54446,b'',0,0,b'Demigod',651412,0.651392591692251,SOBXGKH12AB017DDB6,b'Before The \xc3\x86ons Came',92339
6253,b'',1557075,0.5228881319295446,0.30571905984485964,b'AR1LQNB1187B9A6AE5',,,,b'c9c3157e-35e6-4888-9970-3b9771f13197',La Portuaria,57330,b'',0,0,b'Devorador De Corazones',149697,0.0,SOULLZX12A8C13491F,b'Alguna Vez',19928
6254,b'',3153201,0.6578831163450102,0.4648862571321493,b'ARHZCG01187B99E4DE',39.95227,"Philadelphia, PA",-75.16237,b'5ab6ca23-9e17-43f2-ad92-869d28bdbf11',Stanley Clarke,11279,b'',0,0,b'The Bass-ic Collection',282100,0.4890382091726831,SOBPHTZ12A8C134095,b'Journey To Love',59320
6255,b'',22654,0.5089713077858636,0.34209665045733845,b'ARWDP431187FB56492',,,,b'd0a0b3a2-ea58-4a7a-b18c-849d589bfac7',Spinal Tap,-1,b'',0,0,b'Break Like The Wind',2210,0.3347065490692206,SOHOXXV12A6701BEBF,b'The Majesty Of Rock',1342
6256,b'',2999271,0.4478639288699045,0.32443479443924456,b'ARI8GY11187B988DF4',,,,b'acf0ff44-6e77-4ec0-959b-0ebd65a3ff15',Hemdale,-1,b'',0,0,b'Rad Jackson',237875,0.3277366831778408,SOAHRFR12A8C142155,b'Rotting Fumes',184780
6257,b'',8388686,0.4293492781842152,0.2777899672070514,b'AROVSYC119B3403921',,,,b'd5c4d5fe-f8c0-41f5-aed5-48a3760cddbb',Gus Viseur,-1,b'',0,0,b'Paris Jazz Cafe Vol.3',757812,0.21204540548371908,SOJUZCX12AB0181D3E,b'Fausse monnaie',147800
6258,b'',5483747,0.38472013841978675,0.0,b'AR16T2D1187B98ABF4',,,,b'1c6ae3b3-0115-4305-9917-d042e830abfb',Zimbabwe Legit,-1,b'',0,0,b'Instrumentals and Lost Tracks',495309,0.21031681680553188,SOJUTCU12AB017EDB4,b'Siyabonga (Unreleased Bonus Track)',336028
6259,b'',5124014,0.419034024131271,0.29398439015383726,b'ARFY8NV1187B9B1961',,,,b'd2b7b5c6-74d3-44bb-8339-289dadb223e3',Der Moderne Man,-1,b'',0,0,b'Drama_ Spiel und Blut (Das Archiv Teil 1)',460246,,SOTNLBM12AB0185DD2,b'Blaue Matrosen (live)',228630
6260,b'',6443783,0.6423581760346339,0.40981841145610814,b'ARUGX5X1187FB468C4',34.15917,"Encino, CA",-118.50119,b'eb28e896-59b8-41df-b3c2-148e68ce03eb',Dino,458,b'',0,0,"b""Hits Of The 80's""",580860,,SOKBBBJ12AB018A3BF,b'Chariots Of Fire',12853
6261,b'',5878069,0.6391653180567353,0.443395584873968,b'ARY02GH1187B99B223',,"Edmonton, Alberta, Canada",,b'050bd499-feba-4321-93d7-27b96a60d504',Zombie Girl,-1,b'',0,0,b'Back From The Dead',531888,,SOEIIYR12AB01825B8,b'I Want It',389584
6262,b'',2580803,0.7004466143862085,0.528795206130862,b'AR0XSOO1187B9B9E88',51.50632,London / Ex-Manchester,-0.12714,b'31e9c35b-2675-4632-8596-f9bd9286f6c8',Buzzcocks,38956,b'',0,0,b'French',235138,0.5506471533741789,SONPVKR12A58A7BA4A,b'Strange Thing',379
